"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1244","GO:0070542",1,0.755853269966991,0,1,"response to fatty acid","BP"
"1245","GO:0070555",1,0.755853269966991,0,1,"response to interleukin-1","BP"
"1247","GO:0070588",1,0.570967155451725,0,2,"calcium ion transmembrane transport","BP"
"1248","GO:0070633",1,0.75536987872643,0,1,"transepithelial transport","BP"
"1249","GO:0070679",1,0.755729694079971,0,1,"inositol 1,4,5 trisphosphate binding","MF"
"1250","GO:0070723",1,0.755853270694667,0,1,"response to cholesterol","BP"
"1251","GO:0070778",1,0.75536987872643,0,1,"L-aspartate transmembrane transport","BP"
"1252","GO:0070779",1,0.75536987872643,0,1,"D-aspartate import across plasma membrane","BP"
"1253","GO:0070782",1,0.755729694079971,0,1,"phosphatidylserine exposure on apoptotic cell surface","BP"
"1254","GO:0070837",1,0.755853269897556,0,1,"dehydroascorbic acid transport","BP"
"1255","GO:0070885",1,0.754159621766908,0,1,"negative regulation of calcineurin-NFAT signaling cascade","BP"
"1256","GO:0070904",1,0.755853269897556,0,1,"transepithelial L-ascorbic acid transport","BP"
"1261","GO:0071072",1,0.755853270694667,0,1,"negative regulation of phospholipid biosynthetic process","BP"
"1262","GO:0071163",1,0.754460999884666,0,1,"DNA replication preinitiation complex assembly","BP"
"1263","GO:0071165",1,0.754460999884666,0,1,"GINS complex assembly","BP"
"1264","GO:0071168",1,0.754460999884666,0,1,"protein localization to chromatin","BP"
"1265","GO:0071218",1,0.740284402069642,0,1,"cellular response to misfolded protein","BP"
"1266","GO:0071222",1,0.755853270694667,0,1,"cellular response to lipopolysaccharide","BP"
"1267","GO:0071230",1,0.755853270200313,0,1,"cellular response to amino acid stimulus","BP"
"1268","GO:0071233",1,0.755853270200313,0,1,"cellular response to leucine","BP"
"1269","GO:0071260",1,0.754570770232612,0,1,"cellular response to mechanical stimulus","BP"
"1270","GO:0071286",1,0.751994752405708,0,1,"cellular response to magnesium ion","BP"
"1272","GO:0071300",1,0.755853270694667,0,1,"cellular response to retinoic acid","BP"
"1273","GO:0071314",1,0.75536987872643,0,1,"cellular response to cocaine","BP"
"1275","GO:0071353",1,0.755853269900264,0,1,"cellular response to interleukin-4","BP"
"1276","GO:0071356",1,0.496072822495081,0,2,"cellular response to tumor necrosis factor","BP"
"1277","GO:0071361",1,0.755853269897556,0,1,"cellular response to ethanol","BP"
"1278","GO:0071372",1,0.755853269950144,0,1,"cellular response to follicle-stimulating hormone stimulus","BP"
"1280","GO:0071404",1,0.755853270694667,0,1,"cellular response to low-density lipoprotein particle stimulus","BP"
"1283","GO:0071479",1,0.755853269898529,0,1,"cellular response to ionizing radiation","BP"
"1285","GO:0071539",1,0.755853270828468,0,1,"protein localization to centrosome","BP"
"1286","GO:0071542",1,0.755853269898367,0,1,"dopaminergic neuron differentiation","BP"
"1287","GO:0071549",1,0.754570770232612,0,1,"cellular response to dexamethasone stimulus","BP"
"1288","GO:0071638",1,0.755853270022098,0,1,"negative regulation of monocyte chemotactic protein-1 production","BP"
"1289","GO:0071709",1,0.751994752405708,0,1,"membrane assembly","BP"
"1291","GO:0071782",1,0.702787215070141,0,1,"endoplasmic reticulum tubular network","CC"
"1292","GO:0071805",1,0.564610651340823,0,2,"potassium ion transmembrane transport","BP"
"1293","GO:0071806",1,0.755853270694667,0,1,"protein transmembrane transport","BP"
"1295","GO:0071875",1,0.648202460111375,0,1,"adrenergic receptor signaling pathway","BP"
"1297","GO:0071887",1,0.754570770232612,0,1,"leukocyte apoptotic process","BP"
"1298","GO:0071889",1,0.755853270200313,0,1,"14-3-3 protein binding","MF"
"1299","GO:0071902",1,0.530916882456814,0,2,"positive regulation of protein serine/threonine kinase activity","BP"
"1300","GO:0071908",1,0.755518609163915,0,1,"determination of intestine left/right asymmetry","BP"
"1301","GO:0071909",1,0.755518609163915,0,1,"determination of stomach left/right asymmetry","BP"
"1302","GO:0071910",1,0.755518609163915,0,1,"determination of liver left/right asymmetry","BP"
"1303","GO:0071944",1,0.570694947160597,0,2,"cell periphery","CC"
"1304","GO:0072012",1,0.755853269950144,0,1,"glomerulus vasculature development","BP"
"1311","GO:0072189",1,0.755518609163915,0,1,"ureter development","BP"
"1312","GO:0072334",1,0.703929669693953,0,1,"UDP-galactose transmembrane transport","BP"
"1313","GO:0072383",1,0.755853269918733,0,1,"plus-end-directed vesicle transport along microtubule","BP"
"1316","GO:0072660",1,0.751994752405708,0,1,"maintenance of protein location in plasma membrane","BP"
"1317","GO:0072686",1,0.755853269898421,0,1,"mitotic spindle","CC"
"1318","GO:0072711",1,0.755853269898529,0,1,"cellular response to hydroxyurea","BP"
"1319","GO:0080008",1,0.755853270200313,0,1,"Cul4-RING E3 ubiquitin ligase complex","CC"
"1320","GO:0080164",1,0.755853269897801,0,1,"regulation of nitric oxide metabolic process","BP"
"1321","GO:0086023",1,0.648202460111375,0,1,"adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process","BP"
"1323","GO:0090090",1,0.755518609163915,0,1,"negative regulation of canonical Wnt signaling pathway","BP"
"1324","GO:0090091",1,0.755853269901264,0,1,"positive regulation of extracellular matrix disassembly","BP"
"1325","GO:0090103",1,0.755853269898367,0,1,"cochlea morphogenesis","BP"
"1326","GO:0090107",1,0.755853270694667,0,1,"regulation of high-density lipoprotein particle assembly","BP"
"1327","GO:0090108",1,0.755853270694667,0,1,"positive regulation of high-density lipoprotein particle assembly","BP"
"1329","GO:0090136",1,0.755853269998048,0,1,"epithelial cell-cell adhesion","BP"
"1331","GO:0090155",1,0.755853270694667,0,1,"negative regulation of sphingolipid biosynthetic process","BP"
"1332","GO:0090156",1,0.755853270694667,0,1,"cellular sphingolipid homeostasis","BP"
"1334","GO:0090279",1,0.754159621766908,0,1,"regulation of calcium ion import","BP"
"1335","GO:0090303",1,0.755853269950144,0,1,"positive regulation of wound healing","BP"
"1336","GO:0090305",1,0.531781092629416,0,2,"nucleic acid phosphodiester bond hydrolysis","BP"
"1338","GO:0090314",1,0.751994752405708,0,1,"positive regulation of protein targeting to membrane","BP"
"1339","GO:0090370",1,0.755853270694667,0,1,"negative regulation of cholesterol efflux","BP"
"1341","GO:0090502",1,0.703929669693953,0,1,"RNA phosphodiester bond hydrolysis, endonucleolytic","BP"
"1342","GO:0090554",1,0.755853270694667,0,1,"phosphatidylcholine floppase activity","MF"
"1343","GO:0090556",1,0.755853270694667,0,1,"phosphatidylserine floppase activity","MF"
"1344","GO:0095500",1,0.755853269897801,0,1,"acetylcholine receptor signaling pathway","BP"
"1345","GO:0097061",1,0.755853269897801,0,1,"dendritic spine organization","BP"
"1346","GO:0097110",1,0.429553497238334,0,3,"scaffold protein binding","MF"
"1347","GO:0097120",1,0.755853270022098,0,1,"receptor localization to synapse","BP"
"1348","GO:0097129",1,0.755853269898529,0,1,"cyclin D2-CDK4 complex","CC"
"1349","GO:0097153",1,0.754570770232612,0,1,"cysteine-type endopeptidase activity involved in apoptotic process","MF"
"1350","GO:0097157",1,0.755836374483254,0,1,"pre-mRNA intronic binding","MF"
"1351","GO:0097177",1,0.755853269905787,0,1,"mitochondrial ribosome binding","MF"
"1352","GO:0097190",1,0.754570770232612,0,1,"apoptotic signaling pathway","BP"
"1353","GO:0097191",1,0.754570770232612,0,1,"extrinsic apoptotic signaling pathway","BP"
"1354","GO:0097194",1,0.570090404358394,0,2,"execution phase of apoptosis","BP"
"1355","GO:0097199",1,0.754570770232612,0,1,"cysteine-type endopeptidase activity involved in apoptotic signaling pathway","MF"
"1356","GO:0097200",1,0.754570770232612,0,1,"cysteine-type endopeptidase activity involved in execution phase of apoptosis","MF"
"1357","GO:0097202",1,0.754570770232612,0,1,"activation of cysteine-type endopeptidase activity","BP"
"1358","GO:0097264",1,0.754570770232612,0,1,"self proteolysis","BP"
"1359","GO:0097284",1,0.754570770232612,0,1,"hepatocyte apoptotic process","BP"
"1360","GO:0097294",1,0.755853269900264,0,1,"'de novo' XMP biosynthetic process","BP"
"1361","GO:0097342",1,0.754570770232612,0,1,"ripoptosome","CC"
"1364","GO:0097449",1,0.75536987872643,0,1,"astrocyte projection","CC"
"1366","GO:0097542",1,0.755853269918733,0,1,"ciliary tip","CC"
"1367","GO:0097708",1,0.755853270694667,0,1,"intracellular vesicle","CC"
"1369","GO:0098632",1,0.755853270239634,0,1,"cell-cell adhesion mediator activity","MF"
"1370","GO:0098656",1,0.75536987872643,0,1,"anion transmembrane transport","BP"
"1371","GO:0098662",1,0.568141597247238,0,2,"inorganic cation transmembrane transport","BP"
"1372","GO:0098685",1,0.755853270288921,0,1,"Schaffer collateral - CA1 synapse","CC"
"1373","GO:0098690",1,0.755853269897801,0,1,"glycinergic synapse","CC"
"1374","GO:0098696",1,0.755853270755243,0,1,"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane","BP"
"1375","GO:0098712",1,0.75536987872643,0,1,"L-glutamate import across plasma membrane","BP"
"1376","GO:0098742",1,0.755853270065425,0,1,"cell-cell adhesion via plasma-membrane adhesion molecules","BP"
"1377","GO:0098793",1,0.431254424265334,0,3,"presynapse","CC"
"1379","GO:0098796",1,0.75536987872643,0,1,"membrane protein complex","CC"
"1380","GO:0098810",1,0.75536987872643,0,1,"neurotransmitter reuptake","BP"
"1381","GO:0098815",1,0.755853269897801,0,1,"modulation of excitatory postsynaptic potential","BP"
"1382","GO:0098885",1,0.755853270755243,0,1,"modification of postsynaptic actin cytoskeleton","BP"
"1383","GO:0098962",1,0.754159621766908,0,1,"regulation of postsynaptic neurotransmitter receptor activity","BP"
"1384","GO:0098971",1,0.755853269918733,0,1,"anterograde dendritic transport of neurotransmitter receptor complex","BP"
"1386","GO:0098981",1,0.755853269897801,0,1,"cholinergic synapse","CC"
"1387","GO:0098982",1,0.571060643611708,0,2,"GABA-ergic synapse","CC"
"1388","GO:0098989",1,0.755853270755243,0,1,"NMDA selective glutamate receptor signaling pathway","BP"
"1390","GO:0099026",1,0.755853270239634,0,1,"anchored component of presynaptic membrane","CC"
"1391","GO:0099038",1,0.755853270694667,0,1,"ceramide floppase activity","MF"
"1392","GO:0099039",1,0.755853270694667,0,1,"sphingolipid translocation","BP"
"1393","GO:0099040",1,0.755853270694667,0,1,"ceramide translocation","BP"
"1394","GO:0099054",1,0.755853270239634,0,1,"presynapse assembly","BP"
"1395","GO:0099055",1,0.755853269897801,0,1,"integral component of postsynaptic membrane","CC"
"1396","GO:0099056",1,0.570694947121045,0,2,"integral component of presynaptic membrane","CC"
"1397","GO:0099060",1,0.755853269897801,0,1,"integral component of postsynaptic specialization membrane","CC"
"1398","GO:0099061",1,0.571060643444522,0,2,"integral component of postsynaptic density membrane","CC"
"1399","GO:0099065",1,0.755853269897801,0,1,"integral component of spine apparatus membrane","CC"
"1400","GO:0099072",1,0.755853270022098,0,1,"regulation of postsynaptic membrane neurotransmitter receptor levels","BP"
"1401","GO:0099173",1,0.754159621766908,0,1,"postsynapse organization","BP"
"1402","GO:0099186",1,0.754159621766908,0,1,"structural constituent of postsynapse","MF"
"1405","GO:0099524",1,0.754159621766908,0,1,"postsynaptic cytosol","CC"
"1406","GO:0099572",1,0.755853270022098,0,1,"postsynaptic specialization","CC"
"1407","GO:0099612",1,0.751994752405708,0,1,"protein localization to axon","BP"
"1408","GO:0099645",1,0.755853270755243,0,1,"neurotransmitter receptor localization to postsynaptic specialization membrane","BP"
"1410","GO:0110165",1,0.665782563752015,0,1,"cellular anatomical entity","CC"
"1411","GO:0120009",1,0.755853270694667,0,1,"intermembrane lipid transfer","BP"
"1412","GO:0120020",1,0.755853270694667,0,1,"cholesterol transfer activity","MF"
"1414","GO:0120170",1,0.755853269918733,0,1,"intraciliary transport particle B binding","MF"
"1415","GO:0120193",1,0.755853269998048,0,1,"tight junction organization","BP"
"1416","GO:0140009",1,0.75536987872643,0,1,"L-aspartate import across plasma membrane","BP"
"1417","GO:0140031",1,0.751994752405708,0,1,"phosphorylation-dependent protein binding","MF"
"1419","GO:0140059",1,0.755853269897801,0,1,"dendrite arborization","BP"
"1420","GO:0140115",1,0.755853270694667,0,1,"export across plasma membrane","BP"
"1421","GO:0140289",1,0.702787215070141,0,1,"protein mono-ADP-ribosylation","BP"
"1423","GO:0140326",1,0.755853270694667,0,1,"ATPase-coupled intramembrane lipid transporter activity","MF"
"1424","GO:0140328",1,0.755853270694667,0,1,"floppase activity","MF"
"1425","GO:0140359",1,0.755853270694667,0,1,"ABC-type transporter activity","MF"
"1426","GO:0150104",1,0.430977889538869,0,3,"transport across blood-brain barrier","BP"
"1427","GO:0150110",1,0.755853270694667,0,1,"negative regulation of cholesterol esterification","BP"
"1428","GO:1900017",1,0.75585326989815,0,1,"positive regulation of cytokine production involved in inflammatory response","BP"
"1430","GO:1900087",1,0.755853270200313,0,1,"positive regulation of G1/S transition of mitotic cell cycle","BP"
"1431","GO:1900169",1,0.648202460111375,0,1,"regulation of glucocorticoid mediated signaling pathway","BP"
"1435","GO:1900273",1,0.755853269897801,0,1,"positive regulation of long-term synaptic potentiation","BP"
"1436","GO:1900827",1,0.751994752405708,0,1,"positive regulation of membrane depolarization during cardiac muscle cell action potential","BP"
"1439","GO:1901216",1,0.754570770232612,0,1,"positive regulation of neuron death","BP"
"1440","GO:1901222",1,0.755853269950144,0,1,"regulation of NIK/NF-kappaB signaling","BP"
"1443","GO:1901873",1,0.755853270694667,0,1,"regulation of post-translational protein modification","BP"
"1444","GO:1902004",1,0.57106064395333,0,2,"positive regulation of amyloid-beta formation","BP"
"1445","GO:1902230",1,0.755853269898529,0,1,"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","BP"
"1447","GO:1902260",1,0.751994752405708,0,1,"negative regulation of delayed rectifier potassium channel activity","BP"
"1449","GO:1902430",1,0.755853269897801,0,1,"negative regulation of amyloid-beta formation","BP"
"1450","GO:1902476",1,0.75536987872643,0,1,"chloride transmembrane transport","BP"
"1453","GO:1902630",1,0.755729694079971,0,1,"regulation of membrane hyperpolarization","BP"
"1456","GO:1902807",1,0.755853269898529,0,1,"negative regulation of cell cycle G1/S phase transition","BP"
"1459","GO:1902950",1,0.754159621766908,0,1,"regulation of dendritic spine maintenance","BP"
"1460","GO:1902977",1,0.755853269898421,0,1,"mitotic DNA replication preinitiation complex assembly","BP"
"1461","GO:1902991",1,0.755853269897801,0,1,"regulation of amyloid precursor protein catabolic process","BP"
"1462","GO:1902993",1,0.755853270694667,0,1,"positive regulation of amyloid precursor protein catabolic process","BP"
"1467","GO:1903343",1,0.755853269898421,0,1,"positive regulation of meiotic DNA double-strand break formation","BP"
"1469","GO:1903614",1,0.75585326991169,0,1,"negative regulation of protein tyrosine phosphatase activity","BP"
"1470","GO:1903712",1,0.75536987872643,0,1,"cysteine transmembrane transport","BP"
"1471","GO:1903861",1,0.755853269897556,0,1,"positive regulation of dendrite extension","BP"
"1473","GO:1904115",1,0.755853269918733,0,1,"axon cytoplasm","CC"
"1474","GO:1904158",1,0.755853270599505,0,1,"axonemal central apparatus assembly","BP"
"1475","GO:1904315",1,0.755853269897801,0,1,"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","MF"
"1476","GO:1904322",1,0.755853269950144,0,1,"cellular response to forskolin","BP"
"1477","GO:1904375",1,0.755853270694667,0,1,"regulation of protein localization to cell periphery","BP"
"1478","GO:1904588",1,0.755853269898367,0,1,"cellular response to glycoprotein","BP"
"1479","GO:1904645",1,0.755853269897801,0,1,"response to amyloid-beta","BP"
"1481","GO:1904813",1,0.755853269900264,0,1,"ficolin-1-rich granule lumen","CC"
"1483","GO:1904894",1,0.75585326991169,0,1,"positive regulation of receptor signaling pathway via STAT","BP"
"1484","GO:1904947",1,0.724664645885736,0,1,"folate import into mitochondrion","BP"
"1485","GO:1904968",1,0.755853269898421,0,1,"positive regulation of monopolar spindle attachment to meiosis I kinetochore","BP"
"1488","GO:1905144",1,0.755853269897801,0,1,"response to acetylcholine","BP"
"1489","GO:1905229",1,0.755853269898367,0,1,"cellular response to thyrotropin-releasing hormone","BP"
"1490","GO:1905263",1,0.755853269898421,0,1,"positive regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination","BP"
"1491","GO:1905274",1,0.755853270755243,0,1,"regulation of modification of postsynaptic actin cytoskeleton","BP"
"1494","GO:1905453",1,0.755853269898529,0,1,"regulation of myeloid progenitor cell differentiation","BP"
"1495","GO:1905456",1,0.755853269898529,0,1,"regulation of lymphoid progenitor cell differentiation","BP"
"1496","GO:1905515",1,0.755853270828468,0,1,"non-motile cilium assembly","BP"
"1497","GO:1905561",1,0.755853269898421,0,1,"positive regulation of kinetochore assembly","BP"
"1498","GO:1905598",1,0.755853270694667,0,1,"negative regulation of low-density lipoprotein receptor activity","BP"
"1499","GO:1905601",1,0.755853270694667,0,1,"negative regulation of receptor-mediated endocytosis involved in cholesterol transport","BP"
"1500","GO:1905906",1,0.755853269897801,0,1,"regulation of amyloid fibril formation","BP"
"1501","GO:1905920",1,0.755853269897801,0,1,"positive regulation of CoA-transferase activity","BP"
"1502","GO:1905923",1,0.755853269897801,0,1,"positive regulation of acetylcholine biosynthetic process","BP"
"1503","GO:1990023",1,0.755853269898529,0,1,"mitotic spindle midzone","CC"
"1504","GO:1990138",1,0.755853269901264,0,1,"neuron projection extension","BP"
"1505","GO:1990166",1,0.754460999884666,0,1,"protein localization to site of double-strand break","BP"
"1506","GO:1990404",1,0.702787215070141,0,1,"protein ADP-ribosylase activity","MF"
"1507","GO:1990548",1,0.724664645885736,0,1,"mitochondrial FAD transmembrane transport","BP"
"1508","GO:1990716",1,0.755853270599505,0,1,"axonemal central apparatus","CC"
"1509","GO:1990782",1,0.75585326991562,0,1,"protein tyrosine kinase binding","MF"
"1510","GO:1990830",1,0.702787215070141,0,1,"cellular response to leukemia inhibitory factor","BP"
"1513","GO:2000008",1,0.755853270694667,0,1,"regulation of protein localization to cell surface","BP"
"1514","GO:2000045",1,0.755853269898529,0,1,"regulation of G1/S transition of mitotic cell cycle","BP"
"1515","GO:2000095",1,0.755518609163915,0,1,"regulation of Wnt signaling pathway, planar cell polarity pathway","BP"
"1516","GO:2000167",1,0.755518609163915,0,1,"regulation of planar cell polarity pathway involved in neural tube closure","BP"
"1519","GO:2000251",1,0.755853269950144,0,1,"positive regulation of actin cytoskeleton reorganization","BP"
"1521","GO:2000351",1,0.755853269950144,0,1,"regulation of endothelial cell apoptotic process","BP"
"1522","GO:2000352",1,0.755853269950144,0,1,"negative regulation of endothelial cell apoptotic process","BP"
"1523","GO:2000463",1,0.755853269897801,0,1,"positive regulation of excitatory postsynaptic potential","BP"
"1525","GO:2000651",1,0.751994752405708,0,1,"positive regulation of sodium ion transmembrane transporter activity","BP"
"1526","GO:2000781",1,0.754460999884666,0,1,"positive regulation of double-strand break repair","BP"
"1527","GO:2001020",1,0.754570770232612,0,1,"regulation of response to DNA damage stimulus","BP"
"1528","GO:2001022",1,0.755853269898529,0,1,"positive regulation of response to DNA damage stimulus","BP"
"1529","GO:2001023",1,0.755853269897801,0,1,"regulation of response to drug","BP"
"1532","GO:2001222",1,0.755853270065425,0,1,"regulation of neuron migration","BP"
"1534","GO:2001233",1,0.754570770232612,0,1,"regulation of apoptotic signaling pathway","BP"
"1535","GO:2001238",1,0.754570770232612,0,1,"positive regulation of extrinsic apoptotic signaling pathway","BP"
"1536","GO:2001240",1,0.755853270065425,0,1,"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","BP"
"1537","GO:2001241",1,0.755853270065425,0,1,"positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","BP"
"1538","GO:2001256",1,0.754159621766908,0,1,"regulation of store-operated calcium entry","BP"
"1539","GO:2001257",1,0.754159621766908,0,1,"regulation of cation channel activity","BP"
"1540","GO:2001259",1,0.751994752405708,0,1,"positive regulation of cation channel activity","BP"
